frame,users,vehicles,average_user_wait_time,vehicle_availability,vehicles_depleted,vehicle_utilization
537,1,10,3.0,70.0,3,0.0
538,1,10,4.0,70.0,3,0.0
539,1,10,5.0,70.0,3,0.0
540,1,10,6.0,70.0,3,0.0
541,0,10,0,70.0,3,0.0
542,0,10,0,70.0,3,0.0
543,0,10,0,70.0,3,0.0
544,0,10,0,70.0,3,0.0
545,0,10,0,70.0,3,0.0
546,1,10,1.0,70.0,3,0.0
547,1,10,2.0,70.0,3,0.0
548,1,10,3.0,70.0,3,0.0
549,0,10,0,80.0,2,0.0
550,0,10,0,80.0,2,0.0
551,0,10,0,80.0,2,0.0
552,0,10,0,80.0,2,0.0
553,1,10,0.0,70.0,3,0.0
554,2,10,1.0,70.0,3,0.0
555,2,10,1.5,70.0,2,12.5
556,1,10,3.0,80.0,2,0.0
557,1,10,3.0,70.0,2,12.5
558,1,10,3.0,70.0,2,12.5
559,2,10,2.0,70.0,2,12.5
560,3,10,2.0,70.0,2,12.5
561,4,10,2.25,80.0,2,0.0
562,5,10,2.4,60.0,2,25.0
563,2,10,2.5,70.0,3,0.0
564,3,10,2.67,70.0,3,0.0
565,2,10,4.5,70.0,3,0.0
566,2,10,5.5,70.0,3,0.0
567,2,10,6.5,70.0,3,0.0
568,2,10,7.0,60.0,3,14.29
569,0,10,0,70.0,3,0.0
570,1,10,1.0,70.0,3,0.0
571,1,10,2.0,70.0,3,0.0
572,2,10,1.5,60.0,3,14.29
573,1,10,2.0,70.0,3,0.0
574,0,10,0,70.0,3,0.0
575,0,10,0,70.0,3,0.0
576,0,10,0,70.0,3,0.0
577,1,10,1.0,70.0,3,0.0
578,1,10,2.0,70.0,3,0.0
579,1,10,1.0,70.0,3,0.0
580,2,10,1.0,60.0,3,14.29
581,2,10,1.5,60.0,3,14.29
582,3,10,1.67,70.0,3,0.0
583,2,10,1.5,70.0,3,0.0
584,3,10,2.0,70.0,3,0.0
585,4,10,2.25,60.0,3,14.29
586,4,10,3.0,60.0,3,14.29
587,4,10,3.25,60.0,4,0.0
588,4,10,4.0,50.0,4,16.67
589,3,10,4.0,50.0,4,16.67
590,2,10,4.5,50.0,4,16.67
591,2,10,5.0,50.0,5,0.0
592,1,10,1.0,60.0,4,0.0
593,1,10,2.0,60.0,4,0.0
594,1,10,3.0,60.0,4,0.0
595,1,10,4.0,60.0,4,0.0
596,2,10,2.5,50.0,4,16.67
597,0,10,0,60.0,4,0.0
598,0,10,0,60.0,4,0.0
599,0,10,0,60.0,4,0.0
600,0,10,0,60.0,4,0.0
601,1,10,1.0,60.0,4,0.0
602,1,10,2.0,60.0,4,0.0
603,1,10,3.0,60.0,4,0.0
604,2,10,2.5,60.0,4,0.0
605,2,10,3.5,60.0,4,0.0
606,1,10,3.0,60.0,4,0.0
607,2,10,2.5,60.0,4,0.0
608,2,10,3.5,60.0,4,0.0
609,1,10,5.0,50.0,4,16.67
610,0,10,0,50.0,5,0.0
611,1,10,1.0,60.0,4,0.0
612,1,10,2.0,60.0,4,0.0
613,2,10,2.0,60.0,4,0.0
